FUNCTION_ONE,FUNCTION_TWO,LABEL,SIMILARITY
"    private void titelOeffnen() {
        if (!textarray[Konstanten.FILM_URL_THEMA_NR].getText().equals("""")) {
            if (Desktop.isDesktopSupported()) {
                Desktop d = Desktop.getDesktop();
                try {
                    if (d.isSupported(Desktop.Action.BROWSE)) {
                        d.browse(new URI(textarray[Konstanten.FILM_URL_THEMA_NR].getText()));
                    }
                } catch (Exception ex) {
                }
            }
        }
    }","    public void changeSData() {
        String[][] fTempData = new String[sData[0].length][sData.length];
        for (int i = 0; i < sData.length; i++) for (int j = 0; j < sData[0].length; j++) fTempData[j][i] = sData[i][j];
        sData = fTempData;
    }",0,0.98013514
"    public static double[][] transpose(double[][] object) {
        double[][] transpose = new double[object[0].length][object.length];
        for (int i = 0; i < object.length; i++) {
            for (int x = 0; x < transpose.length; x++) {
                transpose[x][i] = object[i][x];
            }
        }
        return transpose;
    }","    protected void browseFile(JTextField dest) {
        if (fileChooser == null) {
            fileChooser = new JFileChooser();
            fileChooser.setFileSelectionMode(JFileChooser.FILES_AND_DIRECTORIES);
        }
        if (fileChooser.showOpenDialog(frame) == JFileChooser.APPROVE_OPTION) {
            File f = fileChooser.getSelectedFile();
            if (f != null) dest.setText(f.getPath());
        }
    }",0,0.9870396
"    protected static float[][] trans(float[][] a) {
        int am = a.length;
        int an = a[0].length;
        float[][] t = new float[an][am];
        for (int i = 0; i < am; i++) {
            for (int j = 0; j < an; j++) {
                t[j][i] = a[i][j];
            }
        }
        return t;
    }","    private void open(URI uri) {
        if (Desktop.isDesktopSupported()) {
            Desktop desktop = Desktop.getDesktop();
            try {
                desktop.browse(uri);
            } catch (IOException exc) {
                feedback.registerBug(""IOException occurred opening a link in the browser."", exc);
            }
        } else {
            feedback.registerBug(""Desktop is not supported, cannot open browser to show link!"");
        }
    }",0,0.9879539
"    public static Double[][] transpor(Double[][] matriz) {
        validarMatriz(matriz);
        Double[][] transposta = new Double[matriz[0].length][matriz.length];
        for (int x = 0; x < matriz.length; x++) {
            Double[] linha = matriz[x];
            for (int y = 0; y < linha.length; y++) {
                transposta[y][x] = matriz[x][y];
            }
        }
        return transposta;
    }","    private void openDateFormatHelpButtonActionPerformed(java.awt.event.ActionEvent evt) {
        if (Desktop.isDesktopSupported()) {
            try {
                Desktop.getDesktop().browse(new URI(""http://java.sun.com/javase/6/docs/api/java/text/SimpleDateFormat.html""));
            } catch (Exception err) {
            }
        }
    }",0,0.98889637
"    public static void del(File file) {
        if (file.isDirectory()) {
            for (File child : file.listFiles()) {
                del(child);
            }
        }
        file.delete();
    }","    public static int[][] createMatrix(List<String> list, List<Relation> ers) {
        int[][] adjMatrix = new int[list.size()][list.size()];
        for (int i = 0; i < list.size(); i++) {
            adjMatrix[i][i] = -1;
        }
        for (int i = 0; i < list.size(); i++) {
            for (int j = i + 1; j < list.size(); j++) {
                adjMatrix[i][j] = distance(list.get(i), list.get(j), ers);
            }
        }
        for (int i = 0; i < list.size(); i++) {
            for (int j = 0; j < i; j++) {
                adjMatrix[i][j] = adjMatrix[j][i];
            }
        }
        return adjMatrix;
    }",0,0.9803678
"    public Matrix transpose() {
        Matrix X = new Matrix(n, m);
        double[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }","    public void accueil() {
        if (Desktop.isDesktopSupported()) {
            Desktop desktop = Desktop.getDesktop();
            if (desktop.isSupported(Desktop.Action.BROWSE)) {
                _frameMain._statusBar.isWork(true);
                try {
                    desktop.browse(new URI(TEXT_URL_APPLICATION));
                    _frameMain._statusBar.setStatusText(TEXT_OUVERTURE_URL_APPLICATION);
                } catch (URISyntaxException ex) {
                    Logger.getLogger(MenuAction.class.getName()).log(Level.SEVERE, null, ex);
                } catch (IOException ex) {
                    Logger.getLogger(MenuAction.class.getName()).log(Level.SEVERE, null, ex);
                }
                _frameMain._statusBar.isWork(false);
            }
        }
    }",0,0.9876214
"    public void openUrl(URL url) throws IOException {
        if (!Desktop.isDesktopSupported()) throw new IOException(""Desktop not supported"");
        Desktop desktop = Desktop.getDesktop();
        try {
            desktop.browse(url.toURI());
        } catch (URISyntaxException e) {
            throw new IOException(""URL to URI conversion failed"", e);
        }
    }","    public void transpose() {
        for (int i = 0; i < rows; i++) {
            for (int j = 0; j < i; j++) {
                double t = flmat[i][j];
                flmat[i][j] = flmat[j][i];
                flmat[j][i] = t;
            }
        }
    }",0,0.9900336
"    private static void open(URI uri) {
        if (Desktop.isDesktopSupported()) {
            Desktop desktop = Desktop.getDesktop();
            try {
                desktop.browse(uri);
            } catch (IOException e) {
            }
        } else {
        }
    }","    public Matrix transpose() {
        Matrix X = new Matrix(n, m);
        double[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }",0,0.99191576
"    public static int[][] transpose(int[][] M) {
        int[][] Mt = new int[M[0].length][M.length];
        for (int i = 0; i < M.length; i++) {
            if (M[i].length != M[0].length) {
                throw new IllegalArgumentException(""The array is not a matrix."");
            }
            for (int j = 0; j < M[0].length; j++) {
                Mt[j][i] = M[i][j];
            }
        }
        return (Mt);
    }","    private void titelOeffnen() {
        if (!textarray[Konstanten.FILM_URL_THEMA_NR].getText().equals("""")) {
            if (Desktop.isDesktopSupported()) {
                Desktop d = Desktop.getDesktop();
                try {
                    if (d.isSupported(Desktop.Action.BROWSE)) {
                        d.browse(new URI(textarray[Konstanten.FILM_URL_THEMA_NR].getText()));
                    }
                } catch (Exception ex) {
                }
            }
        }
    }",0,0.9936343
"    private static Object extendArray(Object a1) {
        int n = Array.getLength(a1);
        Object a2 = Array.newInstance(a1.getClass().getComponentType(), n + ARRAY_SIZE_INCREMENT);
        System.arraycopy(a1, 0, a2, 0, n);
        return a2;
    }","    @Override
    protected void afterSave(File outFile) {
        Desktop desktop = null;
        if (Desktop.isDesktopSupported()) {
            desktop = Desktop.getDesktop();
            try {
                desktop.open(outFile);
            } catch (IOException e) {
                e.printStackTrace();
            }
        }
    }",0,0.99157566
"    public static Double[][] transposeMatrix(Double[][] m) {
        int r = m.length;
        int c = m[0].length;
        Double[][] t = new Double[c][r];
        for (int i = 0; i < r; ++i) {
            for (int j = 0; j < c; ++j) {
                t[j][i] = m[i][j];
            }
        }
        return t;
    }","    @SuppressWarnings(""unchecked"")
    public static final <E> E[] subArray(E[] array, int start, int end) {
        E[] result = (E[]) Array.newInstance(array.getClass().getComponentType(), end - start);
        System.arraycopy(array, start, result, 0, end - start);
        return result;
    }",0,0.98760074
"    public DoubleThresholdGenerator randomize() {
        for (int i = values.length - 1; i > 0; i--) {
            int j = random.nextInt(i + 1);
            double tmp = values[i];
            values[i] = values[j];
            values[j] = tmp;
        }
        return this;
    }","    private void openItemActionPerformed(java.awt.event.ActionEvent evt) {
        if (evt.getSource() == openItem) {
            int returnVal = fc.showOpenDialog(Demarcations.this);
            treeFile = null;
            if (returnVal == JFileChooser.APPROVE_OPTION) {
                inputFile = fc.getSelectedFile();
                if (!BinningFasta.verifyInputFile(inputFile)) {
                    log.append(""That is not a valid fasta file, please choose"" + "" a properly formatted fasta file.\n"");
                    return;
                }
                (new Thread() {

                    public void run() {
                        runTree();
                    }
                }).start();
            } else {
                log.append(""Dialog Cancelled by User.\n"");
            }
        }
    }",0,0.97271717
"    private double[][] getInputColumn(double[][] vectors) {
        double[][] columns = new double[vectors[0].length][vectors.length];
        for (int i = 0; i < columns.length; i++) {
            for (int j = 0; j < columns[0].length; j++) {
                columns[i][j] = vectors[j][i];
            }
        }
        return columns;
    }","    protected boolean recursiveFileDelete(File file) {
        if (file.isDirectory()) {
            for (File fChild : file.listFiles()) {
                recursiveFileDelete(fChild);
            }
        }
        return file.delete();
    }",0,0.9890804
"    public static Object[] add(Object[] array, Object value) {
        Object[] tmp = (Object[]) java.lang.reflect.Array.newInstance(array.getClass().getComponentType(), array.length + 1);
        System.arraycopy(array, 0, tmp, 0, array.length);
        tmp[array.length] = value;
        return tmp;
    }","    public static void del(File file) {
        if (file.isDirectory()) {
            for (File child : file.listFiles()) {
                del(child);
            }
        }
        file.delete();
    }",0,0.99243647
"    public void sortPlayersTurn() {
        Token tempT = new Token();
        Player tempP = new Player(""test name"", tempT);
        int tempN = 0;
        boolean exchangeMade = true;
        for (int i = 0; i < playerNum - 1 && exchangeMade; i++) {
            exchangeMade = false;
            for (int j = 0; j < playerNum - 1 - i; j++) {
                if (diceSum[j] < diceSum[j + 1]) {
                    tempP = players[j];
                    tempN = diceSum[j];
                    players[j] = players[j + 1];
                    diceSum[j] = diceSum[j + 1];
                    players[j + 1] = tempP;
                    diceSum[j + 1] = tempN;
                    exchangeMade = true;
                }
            }
        }
    }","    public static int deleteOrder(String likePatten) {
        Connection conn = null;
        PreparedStatement psmt = null;
        StringBuffer SQL = new StringBuffer(200);
        int deleted = 0;
        SQL.append("" DELETE FROM JHF_ALIVE_ORDER "").append("" WHERE   ORDER_ID LIKE  ? "");
        try {
            conn = JdbcConnectionPool.mainConnection();
            conn.setAutoCommit(false);
            conn.setReadOnly(false);
            psmt = conn.prepareStatement(SQL.toString());
            psmt.setString(1, ""%"" + likePatten + ""%"");
            deleted = psmt.executeUpdate();
            conn.commit();
        } catch (SQLException e) {
            if (null != conn) {
                try {
                    conn.rollback();
                } catch (SQLException e1) {
                    System.out.println("" error when roll back !"");
                }
            }
        } finally {
            try {
                if (null != psmt) {
                    psmt.close();
                    psmt = null;
                }
                if (null != conn) {
                    conn.close();
                    conn = null;
                }
            } catch (SQLException e) {
                System.out.println("" error  when psmt close or conn close ."");
            }
        }
        return deleted;
    }",0,0.9951504
"    public static void main(String[] args) {
        Document document = new Document(PageSize.A4.rotate());
        try {
            PdfWriter.getInstance(document, new FileOutputStream(""results/in_action/chapterX/gis.pdf""));
            document.open();
            Image large = Image.getInstance(""resources/in_action/chapterX/foobar.png"");
            Image small = Image.getInstance(""resources/in_action/chapterX/foobar_thumb.png"");
            float[] widths = { large.getWidth(), small.getWidth() * 2 };
            PdfPTable table = new PdfPTable(widths);
            PdfPCell cell = new PdfPCell(large, true);
            cell.setBorderWidth(3);
            cell.setBorderColor(new GrayColor(0.7f));
            cell.setUseBorderPadding(true);
            table.addCell(cell);
            PdfPTable innertable = new PdfPTable(1);
            cell = new PdfPCell(small, true);
            cell.setBorder(PdfPCell.BOTTOM);
            cell.setBorderWidth(3);
            cell.setBorderColor(new GrayColor(0.7f));
            cell.setUseBorderPadding(true);
            innertable.addCell(cell);
            PdfPTable legendtable = new PdfPTable(1);
            legendtable.getDefaultCell().setBorder(PdfPCell.NO_BORDER);
            legendtable.addCell(""Legend"");
            legendtable.addCell(""test1"");
            legendtable.addCell(""test2"");
            legendtable.addCell(""test3"");
            legendtable.addCell(""test4"");
            legendtable.addCell(""test5"");
            legendtable.addCell(""test6"");
            legendtable.addCell(""test7"");
            cell = new PdfPCell(legendtable);
            cell.setBorder(PdfPCell.BOTTOM);
            cell.setBorderWidth(3);
            cell.setBorderColor(new GrayColor(0.7f));
            cell.setUseBorderPadding(true);
            innertable.addCell(cell);
            cell = new PdfPCell();
            cell.setBorder(PdfPCell.NO_BORDER);
            cell.setBackgroundColor(new GrayColor(0.7f));
            innertable.addCell(cell);
            cell = new PdfPCell(innertable);
            cell.setBorderWidth(3);
            cell.setBorderColor(new GrayColor(0.7f));
            cell.setUseBorderPadding(true);
            cell.setCellEvent(new GisExample());
            table.addCell(cell);
            document.add(table);
        } catch (IOException e) {
            e.printStackTrace();
        } catch (DocumentException e) {
            e.printStackTrace();
        }
        document.close();
    }","    public Matrix transpose() {
        Matrix X = new Matrix(n, m);
        double[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }",0,0.9808961
"    public static void deleteDirectory(File dir) {
        File[] files = dir.listFiles();
        for (File f : files) {
            if (f.isDirectory()) {
                deleteDirectory(f);
            } else f.delete();
        }
        dir.delete();
    }","    public static void main(String[] args) {
        System.out.println(""Chapter 1 example 6: Meta Information"");
        Document document = new Document();
        try {
            PdfWriter.getInstance(document, new FileOutputStream(""Chap0106.pdf""));
            HtmlWriter.getInstance(document, System.out);
            document.addTitle(""Hello World example"");
            document.addSubject(""This example explains step 3 in Chapter 1"");
            document.addKeywords(""Metadata, iText, step 3, tutorial"");
            document.addAuthor(""Bruno Lowagie"");
            document.addHeader(""Expires"", ""0"");
            document.open();
            document.add(new Paragraph(""Hello World""));
        } catch (DocumentException de) {
            System.err.println(de.getMessage());
        } catch (IOException ioe) {
            System.err.println(ioe.getMessage());
        }
        document.close();
    }",0,0.9804042
"    protected void browseFile(JTextField dest) {
        if (fileChooser == null) {
            fileChooser = new JFileChooser();
            fileChooser.setFileSelectionMode(JFileChooser.FILES_AND_DIRECTORIES);
        }
        if (fileChooser.showOpenDialog(frame) == JFileChooser.APPROVE_OPTION) {
            File f = fileChooser.getSelectedFile();
            if (f != null) dest.setText(f.getPath());
        }
    }","    public Matrix transpose() {
        int n = rows();
        int m = columns();
        double[][] newComponents = new double[m][n];
        for (int i = 0; i < n; i++) {
            for (int j = 0; j < m; j++) newComponents[j][i] = components[i][j];
        }
        return new Matrix(newComponents);
    }",0,0.98963606
"    public static void shuffle(int[] array, int n) {
        for (int i = 1; i < n; ++i) {
            int swap = s_random.nextInt(i + 1);
            int temp = array[swap];
            array[swap] = array[i];
            array[i] = temp;
        }
    }","    public void test_reset() {
        CRC32 crc = new CRC32();
        crc.update(1);
        assertEquals(""update(int) failed to update the checksum to the correct value "", 2768625435L, crc.getValue());
        crc.reset();
        assertEquals(""reset failed to reset the checksum value to zero"", 0, crc.getValue());
    }",0,0.9917522
"    private static double[][] createCostMatrix(SimplePoint2d[] cities) {
        final int noCity = cities.length;
        double[][] dMat = new double[noCity][noCity];
        for (int i = 0; i < noCity; i++) {
            dMat[i][i] = 0.0;
            for (int j = i + 1; j < noCity; j++) {
                dMat[i][j] = SimplePoint2d.distance(cities[i], cities[j]);
                dMat[j][i] = dMat[i][j];
            }
        }
        return dMat;
    }","            public void actionPerformed(ActionEvent e) {
                String sql = ""insert into jadwalUjian values('"" + FieldNim.getText() + ""','"" + FieldNama.getText() + ""','"" + FieldTtl.getText() + ""','"" + FieldJk.getText() + ""')"";
                if (FieldNim.getText().trim().equals("""")) {
                    JOptionPane.showMessageDialog(frame, ""Nama Mata_Pelajaran Wajib di Isi"", ""Simpan Data"", JOptionPane.WARNING_MESSAGE);
                    FieldNim.requestFocus();
                } else {
                    try {
                        Connection connection = DriverManager.getConnection(""jdbc:odbc:db_Sekolah"");
                        Statement statement = connection.createStatement();
                        statement.executeUpdate(sql);
                        statement.close();
                        FieldNim.setText("""");
                        FieldNama.setText("""");
                        FieldTtl.setText("""");
                        FieldJk.setText("""");
                        JOptionPane.showMessageDialog(frame, ""Simpan berhasil"", ""Simpan Data"", JOptionPane.WARNING_MESSAGE);
                        FieldNim.requestFocus();
                        FieldNim.requestFocus();
                        FieldNim.requestFocus();
                    } catch (Exception exc) {
                        System.err.println(""Error : "" + exc);
                    }
                }
            }",0,0.9914545
"    public void testSentEquals() {
        String botRecord = ""hello"";
        String msg = ""This is fun, hello how are you"";
        Pattern p = null;
        Matcher m = null;
        p = Pattern.compile("".*?hel"", Pattern.CASE_INSENSITIVE);
        m = p.matcher(msg);
        boolean _found = false;
        while (m.find()) {
            System.out.println("" : Text \"""" + m.group() + ""\"" start :  "" + m.start() + "" end : "" + m.end() + ""."");
            _found = true;
        }
        assertTrue(_found);
    }","            public void mouseClicked(MouseEvent me) {
                if (Desktop.isDesktopSupported()) {
                    Desktop desktop = Desktop.getDesktop();
                    try {
                        desktop.browse(new URI(""http://www.ignissoft.com""));
                    } catch (Exception e) {
                        log.log(Level.WARNING, ""Failed openning browser to Ignis website: "" + e.getMessage());
                    }
                }
            }",0,0.990222
"    private void launchLocalFile() {
        if (Desktop.isDesktopSupported()) {
            try {
                Desktop desktop = Desktop.getDesktop();
                desktop.browse(getCurrentFile().toURI());
            } catch (IOException ex) {
                JOptionPane.showMessageDialog(null, ""Could not display file."");
            }
        }
    }","    public static void main(String[] args) {
        System.out.println(""Chapter 1 example 1: Hello World"");
        Document document = new Document();
        try {
            PdfWriter.getInstance(document, new FileOutputStream(""Chap0101.pdf""));
            document.open();
            document.add(new Paragraph(""Hello World""));
        } catch (DocumentException de) {
            System.err.println(de.getMessage());
        } catch (IOException ioe) {
            System.err.println(ioe.getMessage());
        }
        document.close();
    }",0,0.9929397
"    public static Object[] append(Object[] lst, Object[] lst1) {
        Object[] l = (Object[]) Array.newInstance(lst.getClass().getComponentType(), lst.length + lst1.length);
        System.arraycopy(lst, 0, l, 0, lst.length);
        System.arraycopy(lst1, 0, l, lst.length, lst1.length);
        return l;
    }","    public FloatMatrix transpose() {
        FloatMatrix X = new FloatMatrix(n, m);
        float[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }",0,0.98962355
"    private void desktopBrowse(String uri) {
        if (Desktop.isDesktopSupported()) {
            try {
                Desktop.getDesktop().browse(new URI(uri));
            } catch (URISyntaxException urise) {
                logger.log(Level.WARNING, ""Incorrect URI"", urise);
            } catch (IOException ioe) {
                logger.log(Level.WARNING, ""General IO Error"", ioe);
            }
        }
    }","    public static final int[][] transpose(final int m1[][]) {
        int[][] m3 = new int[m1[0].length][m1.length];
        for (int ii = 0; ii < m1.length; ii++) for (int jj = 0; jj < m1[ii].length; jj++) m3[jj][ii] = m1[ii][jj];
        return m3;
    }",0,0.9811664
"    public static int binarySearch(int vl, int[] vls, int from, int to) {
        int low = from;
        int high = to - 1;
        while (low <= high) {
            int mid = (low + high) / 2;
            if (vls[mid] < vl) {
                low = mid + 1;
            } else if (vls[mid] > vl) {
                high = mid - 1;
            } else {
                return mid;
            }
        }
        return -1;
    }","    @SuppressWarnings(""unchecked"")
    public static <T> T[] addToArray(T[] array, T el) {
        T[] newArray = (T[]) Array.newInstance(array.getClass().getComponentType(), array.length + 1);
        System.arraycopy(array, 0, newArray, 0, array.length);
        newArray[array.length] = el;
        return newArray;
    }",0,0.97410697
"    public static void deleteDirectory(File fileDir) {
        File[] fileList = fileDir.listFiles();
        for (int i = 0; i < fileList.length; ++i) {
            if (fileList[i].isDirectory()) {
                deleteDirectory(fileList[i].getAbsoluteFile());
                fileList[i].delete();
            }
            if (fileList[i].isFile()) {
                fileList[i].delete();
            }
        }
    }","    public Matrix44 transpose() {
        Matrix44 result = new Matrix44();
        for (int i = 0; i < 4; i++) {
            for (int j = 0; j < 4; j++) {
                result._m[i][j] = _m[j][i];
            }
        }
        return result;
    }",0,0.9922707
"    public static void main(String[] args) {
        Pattern pattern = Pattern.compile(""\\w+"");
        Matcher matcher = pattern.matcher(EXAMPLE_TEST);
        while (matcher.find()) {
            System.out.print(""Start index: "" + matcher.start());
            System.out.print("" End index: "" + matcher.end() + "" "");
            System.out.println(matcher.group());
        }
        Pattern replace = Pattern.compile(""\\s+"");
        Matcher matcher2 = replace.matcher(EXAMPLE_TEST);
        System.out.println(matcher2.replaceAll(""\t""));
    }","    public float[][] transposeMatrix(float[][] a) {
        int n = a.length;
        int m = a[0].length;
        float[][] b = new float[m][n];
        for (int i = 0; i < n; i++) {
            for (int j = 0; j < m; j++) {
                b[j][i] = a[i][j];
            }
        }
        return (b);
    }",0,0.9872124
"    public void run() throws Exception {
        logger.debug(""#run enter"");
        logger.debug(""#run lineId : "" + lineId);
        logger.debug(""#run quantityNew : "" + quantityNew);
        logger.debug(""#run priceNew : "" + priceNew);
        ResultSet rs = null;
        PreparedStatement ps = null;
        try {
            connection.setAutoCommit(false);
            Integer itemId = null;
            Integer quantity = null;
            ps = connection.prepareStatement(SQL_SELECT_ORDER_LINE);
            ps.setInt(1, lineId);
            rs = ps.executeQuery();
            while (rs.next()) {
                itemId = rs.getInt(""ITEM_ID"");
                quantity = rs.getInt(""QUANTITY"");
            }
            rs.close();
            ps.close();
            ps = connection.prepareStatement(SQL_UPDATE_ITEM_BALANCE);
            ps.setInt(1, quantityNew - quantity);
            ps.setInt(2, itemId);
            ps.executeUpdate();
            ps = connection.prepareStatement(SQL_UPDATE_ORDER_LINE);
            ps.setDouble(1, priceNew);
            ps.setInt(2, quantityNew);
            ps.setInt(3, lineId);
            ps.executeUpdate();
            ps.close();
            ps.close();
            connection.commit();
        } catch (SQLException ex) {
            logger.error(""SQLException"", ex);
            connection.rollback();
            throw new Exception(""Не удалось обновить позицию в заказе. Ошибка : "" + ex.getMessage());
        } finally {
            connection.setAutoCommit(true);
        }
        logger.debug(""#run exit"");
    }","    public static final double fibonacciNumber(int n) {
        if (n < 0) return Double.NaN;
        if (n == 0) return 0;
        if (n == 1) return 1;
        return fibonacciNumber(n - 1) + fibonacciNumber(n - 2);
    }",0,0.9616812
"    public static boolean delete(File resource) throws IOException {
        if (resource.isDirectory()) {
            File[] childFiles = resource.listFiles();
            for (File child : childFiles) {
                delete(child);
            }
        }
        return resource.delete();
    }","            public void actionPerformed(ActionEvent e) {
                if (filechooser == null) {
                    filechooser = new JFileChooser();
                    filechooser.setFileSelectionMode(JFileChooser.FILES_ONLY);
                }
                if (filechooser.showOpenDialog(ImageDisplay.this) == JFileChooser.APPROVE_OPTION) {
                    open(filechooser.getSelectedFile());
                }
            }",0,0.9936255
"    void sortIds(int a[]) {
        ExecutionTimer t = new ExecutionTimer();
        t.start();
        for (int i = a.length; --i >= 0; ) {
            for (int j = 0; j < i; j++) {
                if (a[j] > a[j + 1]) {
                    int T = a[j];
                    a[j] = a[j + 1];
                    a[j + 1] = T;
                }
            }
        }
        t.end();
        TimerRecordFile timerFile = new TimerRecordFile(""sort"", ""BufferSorting"", ""sortIds"", t.duration());
    }","    private void open(File target) throws IOException {
        if (Desktop.isDesktopSupported()) {
            Desktop.getDesktop().browse(target.toURI());
        }
    }",0,0.97050935
"    public Matrix44 transpose() {
        Matrix44 result = new Matrix44();
        for (int i = 0; i < 4; i++) {
            for (int j = 0; j < 4; j++) {
                result._m[i][j] = _m[j][i];
            }
        }
        return result;
    }","    void bubbleSort(int[] a) {
        int i = 0;
        int j = a.length - 1;
        int aux = 0;
        int stop = 0;
        while (stop == 0) {
            stop = 1;
            i = 0;
            while (i < j) {
                if (a[i] > a[i + 1]) {
                    aux = a[i];
                    a[i] = a[i + 1];
                    a[i + 1] = aux;
                    stop = 0;
                }
                i = i + 1;
            }
            j = j - 1;
        }
    }",0,0.98886925
"    public static int[] sortstring(int[] a1) {
        int temp;
        for (int j = 0; j < (a1.length * a1.length); j++) {
            for (int i = 0; i < a1.length - 1; i++) {
                if (a1[i] > a1[i + 1]) {
                    temp = a1[i];
                    a1[i] = a1[i + 1];
                    a1[i + 1] = temp;
                }
            }
        }
        return a1;
    }","    protected void browseFile(JTextField dest) {
        if (fileChooser == null) {
            fileChooser = new JFileChooser();
            fileChooser.setFileSelectionMode(JFileChooser.FILES_AND_DIRECTORIES);
        }
        if (fileChooser.showOpenDialog(frame) == JFileChooser.APPROVE_OPTION) {
            File f = fileChooser.getSelectedFile();
            if (f != null) dest.setText(f.getPath());
        }
    }",0,0.9867205
"        public void actionPerformed(ActionEvent ae) {
            if (Desktop.isDesktopSupported()) {
                try {
                    Desktop d = Desktop.getDesktop();
                    d.browse(new URI(JCards.GPL_URL));
                } catch (Exception e) {
                    Methods.displaySimpleError(framer, ""Can't access website; check internet connection?\nPlease visit '"" + JCards.GPL_URL + ""' to view GPL"");
                }
            } else {
                Methods.displaySimpleAlert(framer, ""Please visit '"" + JCards.GPL_URL + ""' to view GPL"");
            }
        }","    public void shuffle() {
        currentDeckPosition = 0;
        int n = 52;
        while (--n > 0) {
            int k = rand.nextInt(n + 1);
            int temp = deck[n];
            deck[n] = deck[k];
            deck[k] = temp;
        }
    }",0,0.99361604
"    public static Object expand(Object obj, int i, boolean flag) {
        int j = Array.getLength(obj);
        Object obj1 = Array.newInstance(obj.getClass().getComponentType(), j + i);
        System.arraycopy(obj, 0, obj1, flag ? 0 : i, j);
        return obj1;
    }","    public Matrix transpose() {
        Matrix X = new Matrix(n, m);
        double[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }",0,0.9930449
"    public static void bubbleSort(int[] polje) {
        boolean swapped;
        int temp;
        int n = polje.length;
        do {
            swapped = false;
            n--;
            for (int i = 0; i < n - 1; i++) {
                if (polje[i] > polje[i + 1]) {
                    temp = polje[i];
                    polje[i] = polje[i + 1];
                    polje[i + 1] = temp;
                    swapped = true;
                }
            }
        } while (swapped);
    }","    public static void symmetrizeComponents(double[][] components) {
        for (int i = 0; i < components.length; i++) {
            for (int j = i + 1; j < components.length; j++) {
                components[i][j] += components[j][i];
                components[i][j] *= 0.5;
                components[j][i] = components[i][j];
            }
        }
    }",0,0.9947382
"    int[] slowSort() {
        int[] values = getValues();
        int n = values.length;
        for (int pass = 1; pass < n; pass++) {
            for (int i = 0; i < n - pass; i++) {
                if (values[i] > values[i + 1]) {
                    int temp = values[i];
                    values[i] = values[i + 1];
                    values[i + 1] = temp;
                }
            }
        }
        return values;
    }","    public static double[][] calcTranspose(double[][] mat) {
        double[][] transpose = new double[mat[0].length][mat.length];
        for (int a = 0; a < transpose.length; a++) {
            for (int b = 0; b < transpose[0].length; b++) {
                transpose[a][b] = mat[b][a];
            }
        }
        return transpose;
    }",0,0.9897788
"    public Matrix transpose() {
        Matrix X = new Matrix(n, m);
        double[][] C = X.getArray();
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                C[j][i] = A[i][j];
            }
        }
        return X;
    }","    public boolean copyDir(File oSource, File oDestination) {
        try {
            if (oSource.exists()) {
                if (oSource.isDirectory()) {
                    if (!oDestination.exists()) {
                        oDestination.mkdir();
                    }
                    String[] children = oSource.list();
                    for (int i = 0; i < children.length; i++) {
                        copyDir(new File(oSource, children[i]), new File(oDestination, children[i]));
                    }
                } else {
                    InputStream in = new FileInputStream(oSource);
                    OutputStream out = new FileOutputStream(oDestination);
                    byte[] buf = new byte[1024];
                    int len;
                    while ((len = in.read(buf)) > 0) {
                        out.write(buf, 0, len);
                    }
                    in.close();
                    out.close();
                }
                return true;
            }
        } catch (IOException ex) {
            throw new FilesystemException(ex.getMessage() + "" "" + oSource.getName(), ex);
        }
        return false;
    }",0,0.98506516
